@RELATION GermanCredit

@ATTRIBUTE CheckingAccount {<0,<200,>=200,none}
@ATTRIBUTE Duration NUMERIC
@ATTRIBUTE CreditHistory {ok,ok_at_this_bank,ok_til_now,past_delays,critical}
@ATTRIBUTE Purpose {car_new,car_used,furniture,television,appliances,repairs,education,vacation,retraining,business,others}
@ATTRIBUTE CreditAmount NUMERIC
@ATTRIBUTE SavingsAccount {<100,<500,<1000,>=1000,unknown}
@ATTRIBUTE YearsEmployed {unemployed,<1,<4,<7,>=7}
@ATTRIBUTE InstallmentRate NUMERIC
@ATTRIBUTE PersonalStatus {male_divorced,female,male_single,male_married,female_single}
@ATTRIBUTE OtherDebtors {none,co,guarantor}
@ATTRIBUTE ResidentSince NUMERIC
@ATTRIBUTE Property {real_estate,savings,car,unknown}
@ATTRIBUTE Age NUMERIC
@ATTRIBUTE OtherPlans {bank,stores,none}
@ATTRIBUTE Housing {rent,own,free}
@ATTRIBUTE NumCreditsAtBank NUMERIC
@ATTRIBUTE Job {unemployed,unskilled,skilled,management}
@ATTRIBUTE Dependents NUMERIC
@ATTRIBUTE Telephone {no,yes}
@ATTRIBUTE Foreign {yes,no}
@ATTRIBUTE Approve {good,bad}

@DATA
none,36,critical,car_used,11054,unknown,<4,4,male_single,none,2,car,30,none,own,1,management,1,yes,yes,good
none,6,ok_til_now,television,518,<100,<4,3,female,none,1,real_estate,29,none,own,1,skilled,1,no,yes,good
none,12,ok,furniture,2759,<100,>=7,2,male_single,none,4,savings,34,none,own,2,skilled,1,no,yes,good
none,24,ok_til_now,car_used,2670,<100,>=7,4,male_single,none,4,car,35,none,own,1,management,1,yes,yes,good
<0,24,ok_til_now,car_new,4817,<100,<7,2,male_single,co,3,savings,31,none,own,1,skilled,1,yes,yes,bad
none,24,ok_til_now,car_used,2679,<100,<1,4,female,none,1,unknown,29,none,own,1,management,1,yes,yes,good
<0,11,critical,car_new,3905,<100,<4,2,male_single,none,2,real_estate,36,none,rent,2,skilled,2,no,yes,good
<0,12,ok_til_now,car_used,3386,<100,>=7,3,male_single,none,4,unknown,35,none,free,1,skilled,1,yes,yes,bad
<0,6,ok_til_now,appliances,343,<100,<1,4,female,none,1,real_estate,27,none,own,1,skilled,1,no,yes,good
none,18,ok_til_now,television,4594,<100,<1,3,male_single,none,2,car,32,none,own,1,skilled,1,yes,yes,good
<0,36,ok_til_now,furniture,3620,<100,<4,1,male_single,guarantor,2,savings,37,none,own,1,skilled,2,no,yes,good
<0,15,ok_til_now,car_new,1721,<100,<1,2,male_single,none,3,real_estate,36,none,own,1,skilled,1,no,yes,good
<200,12,ok_til_now,furniture,3017,<100,<1,3,female,none,1,real_estate,34,none,rent,1,management,1,no,yes,good
<200,12,ok_til_now,retraining,754,unknown,>=7,4,male_single,none,4,savings,38,none,own,2,skilled,1,no,yes,good
none,18,ok_til_now,business,1950,<100,<7,4,male_single,none,1,car,34,stores,own,2,skilled,1,yes,yes,good
<0,24,ok_til_now,car_used,2924,<100,<4,3,male_single,guarantor,4,unknown,63,bank,own,1,skilled,2,yes,yes,good
<0,24,past_delays,television,1659,<100,<1,4,female,none,2,car,29,none,rent,1,unskilled,1,yes,yes,bad
none,48,past_delays,television,7238,unknown,>=7,3,male_single,none,3,car,32,bank,own,2,skilled,2,no,yes,good
none,33,past_delays,business,2764,<100,<4,2,female,none,2,car,26,none,own,2,skilled,1,yes,yes,good
none,24,past_delays,car_used,4679,<100,<7,3,male_single,none,3,car,35,none,own,2,unskilled,1,yes,yes,good
<200,24,ok_til_now,television,3092,<500,<1,3,male_married,none,2,car,22,none,rent,1,skilled,1,yes,yes,bad
<0,6,ok_til_now,education,448,<100,<1,4,female,none,4,savings,23,none,own,1,skilled,1,no,yes,bad
<0,9,ok_til_now,car_new,654,<100,<4,4,male_single,none,3,car,28,none,own,1,unskilled,1,no,yes,bad
none,6,ok_til_now,retraining,1238,unknown,unemployed,4,male_single,none,4,savings,36,none,own,1,management,2,yes,yes,good
<200,18,critical,television,1245,<100,<4,4,male_married,none,2,car,33,none,own,1,skilled,1,no,yes,bad
<0,18,ok,furniture,3114,<100,<1,1,female,none,4,savings,26,none,rent,1,skilled,1,no,yes,bad
none,39,ok_til_now,car_used,2569,<1000,<4,4,male_single,none,4,car,24,none,own,1,skilled,1,no,yes,good
>=200,24,ok_til_now,television,5152,<100,<7,4,male_single,none,2,car,25,bank,own,1,skilled,1,no,yes,good
<200,12,ok_til_now,business,1037,<500,<7,3,male_single,none,4,real_estate,39,none,own,1,unskilled,1,no,yes,good
<0,15,critical,furniture,1478,<100,>=7,4,male_single,none,4,car,44,none,own,2,skilled,2,yes,yes,good
<200,12,critical,television,3573,<100,<4,1,female,none,1,real_estate,23,none,own,1,unskilled,1,no,yes,good
<200,24,ok_til_now,car_new,1201,<100,<1,4,male_single,none,1,savings,26,none,own,1,skilled,1,no,yes,good
<0,30,ok_til_now,furniture,3622,>=1000,>=7,4,female,none,4,savings,57,none,rent,2,skilled,1,yes,yes,good
none,15,past_delays,furniture,960,>=1000,<7,3,female,none,2,savings,30,none,own,2,skilled,1,no,yes,good
none,12,critical,car_new,1163,<1000,<4,4,male_single,none,4,real_estate,44,none,own,1,skilled,1,yes,yes,good
<200,6,past_delays,car_new,1209,<100,unemployed,4,male_single,none,4,savings,47,none,own,1,management,1,yes,yes,bad
none,12,ok_til_now,television,3077,<100,<4,2,male_single,none,4,car,52,none,own,1,skilled,1,yes,yes,good
none,24,ok_til_now,car_new,3757,<100,>=7,4,female,co,4,unknown,62,none,free,1,skilled,1,yes,yes,good
none,10,ok_til_now,car_new,1418,<500,<4,3,male_single,none,2,real_estate,35,none,rent,1,unskilled,1,no,no,good
none,6,ok_til_now,car_new,3518,<100,<4,2,male_single,guarantor,3,savings,26,none,rent,1,skilled,1,no,yes,good
none,12,critical,television,1934,<100,>=7,2,male_single,none,2,unknown,26,none,own,2,skilled,1,no,yes,good
<200,27,ok,business,8318,<100,>=7,2,female,none,4,unknown,42,none,free,2,management,1,yes,yes,bad
none,6,critical,television,1237,<500,<4,1,female,none,1,savings,27,none,own,2,skilled,1,no,yes,good
<200,6,ok_til_now,television,368,unknown,>=7,4,male_single,none,4,savings,38,none,own,1,skilled,1,no,yes,good
<0,12,critical,car_new,2122,<100,<4,3,male_single,none,2,real_estate,39,none,rent,2,unskilled,2,no,no,good
<0,24,ok_til_now,furniture,2996,unknown,<4,2,male_married,none,4,car,20,none,own,1,skilled,1,no,yes,bad
<200,36,ok_til_now,furniture,9034,<500,<1,4,male_single,co,1,unknown,29,none,rent,1,management,1,yes,yes,bad
none,24,critical,furniture,1585,<100,<7,4,male_single,none,3,savings,40,none,own,2,skilled,1,no,yes,good
<200,18,ok_til_now,television,1301,<100,>=7,4,male_married,guarantor,2,real_estate,32,none,own,1,unskilled,1,no,yes,good
>=200,6,critical,car_new,1323,<500,>=7,2,male_divorced,none,4,car,28,none,own,2,skilled,2,yes,yes,good
<0,24,ok_til_now,car_new,3123,<100,<1,4,female,none,1,savings,27,none,own,1,skilled,1,no,yes,bad
<0,36,ok_til_now,car_used,5493,<100,>=7,2,male_single,none,4,unknown,42,none,free,1,skilled,2,no,yes,good
>=200,9,ok_til_now,television,1126,<500,>=7,2,male_divorced,none,4,real_estate,49,none,own,1,skilled,1,no,yes,good
<200,24,critical,television,1216,<500,<1,4,male_single,none,4,unknown,38,bank,own,2,skilled,2,no,yes,bad
<0,24,ok_til_now,car_new,1207,<100,<1,4,female,none,4,savings,24,none,rent,1,skilled,1,no,yes,bad
none,10,ok_til_now,car_new,1309,unknown,<4,4,male_single,guarantor,4,savings,27,none,own,1,unskilled,1,no,yes,bad
>=200,15,critical,car_used,2360,<1000,<4,2,male_single,none,2,car,36,none,own,1,skilled,1,yes,yes,good
<200,15,ok_at_this_bank,car_new,6850,<500,unemployed,1,male_single,none,2,savings,34,none,own,1,management,2,yes,yes,bad
none,24,ok_til_now,television,1413,<100,<4,4,male_married,none,2,savings,28,none,own,1,skilled,1,no,yes,good
none,39,ok_til_now,car_used,8588,<500,>=7,4,male_single,none,2,car,45,none,own,1,management,1,yes,yes,good
<0,12,ok_til_now,car_new,759,<100,<7,4,male_single,none,2,real_estate,26,none,own,1,skilled,1,no,yes,bad
none,36,ok_til_now,car_used,4686,<100,<4,2,male_single,none,2,unknown,32,none,free,1,management,1,yes,yes,good
>=200,15,ok_til_now,business,2687,<100,<7,2,male_single,none,4,savings,26,none,rent,1,skilled,1,yes,yes,good
<200,12,past_delays,television,585,<100,<4,4,male_married,co,4,real_estate,20,none,rent,2,skilled,1,no,yes,good
none,24,ok_til_now,car_new,2255,unknown,<1,4,male_single,none,1,savings,54,none,own,1,skilled,1,no,yes,good
<0,6,critical,car_new,609,<100,<7,4,female,none,3,savings,37,none,own,2,skilled,1,no,no,good
<0,6,critical,car_new,1361,<100,<1,2,male_single,none,4,real_estate,40,none,own,1,unskilled,2,no,no,good
none,36,critical,furniture,7127,<100,<1,2,female,none,4,savings,23,none,rent,2,skilled,1,yes,yes,bad
<0,6,ok_til_now,car_new,1203,<500,>=7,3,male_single,none,2,savings,43,none,own,1,skilled,1,yes,yes,good
none,6,critical,television,700,unknown,>=7,4,male_single,none,4,unknown,36,none,free,2,skilled,1,no,yes,good
none,24,critical,repairs,5507,<100,>=7,3,male_single,none,4,unknown,44,none,free,2,skilled,1,no,yes,good
<0,18,ok_til_now,television,3190,<100,<4,2,female,none,2,real_estate,24,none,own,1,skilled,1,no,yes,bad
<0,48,ok,furniture,7119,<100,<4,3,male_single,none,4,unknown,53,none,free,2,skilled,2,no,yes,bad
none,24,ok_til_now,car_used,3488,<500,<7,3,female,none,4,car,23,none,own,1,skilled,1,no,yes,good
<200,18,ok_til_now,television,1113,<100,<4,4,female,guarantor,4,real_estate,26,none,own,1,unskilled,2,no,yes,good
<200,26,ok_til_now,car_used,7966,<100,<1,2,male_single,none,3,car,30,none,own,2,skilled,1,no,yes,good
none,15,critical,education,1532,<500,<4,4,female,none,3,car,31,none,own,1,skilled,1,no,yes,good
none,4,critical,television,1503,<100,<7,2,male_single,none,1,real_estate,42,none,own,2,unskilled,2,no,yes,good
<0,36,ok_til_now,television,2302,<100,<4,4,male_divorced,none,4,car,31,none,rent,1,skilled,1,no,yes,bad
<0,6,ok_til_now,car_new,662,<100,<1,3,male_single,none,4,real_estate,41,none,own,1,unskilled,2,yes,yes,good
<200,36,ok_til_now,education,2273,<100,<7,3,male_single,none,1,car,32,none,own,2,skilled,2,no,yes,good
<200,15,ok_til_now,car_new,2631,<500,<4,2,female,none,4,car,28,none,rent,2,skilled,1,yes,yes,bad
none,12,past_delays,car_used,1503,<100,<4,4,male_married,none,4,real_estate,41,none,rent,1,skilled,1,no,yes,good
none,24,ok_til_now,television,1311,<500,<7,4,male_married,none,3,savings,26,none,own,1,skilled,1,yes,yes,good
none,24,ok_til_now,television,3105,unknown,<1,4,male_single,none,2,car,25,none,own,2,skilled,1,no,yes,good
>=200,21,critical,education,2319,<100,<1,2,male_divorced,none,1,car,33,none,rent,1,skilled,1,no,yes,bad
<0,6,ok_til_now,car_new,1374,unknown,unemployed,4,female,none,3,savings,75,none,own,1,management,1,yes,yes,good
<200,18,critical,furniture,3612,<100,>=7,3,female,none,4,savings,37,none,own,1,skilled,1,yes,yes,good
<0,48,ok_til_now,car_new,7763,<100,>=7,4,male_single,none,4,unknown,42,bank,free,1,management,1,no,yes,bad
>=200,18,ok_til_now,furniture,3049,<100,<1,1,female,none,1,savings,45,stores,own,1,unskilled,1,no,yes,good
<200,12,ok_til_now,television,1534,<100,<1,1,male_married,none,1,real_estate,23,none,rent,1,skilled,1,no,yes,bad
none,24,past_delays,car_new,2032,<100,>=7,4,male_single,none,4,unknown,60,none,free,2,skilled,1,yes,yes,good
<0,30,ok_til_now,furniture,6350,unknown,>=7,4,male_single,none,4,savings,31,none,own,1,skilled,1,no,yes,bad
>=200,18,ok_til_now,furniture,2864,<100,<4,2,male_single,none,1,real_estate,34,none,own,1,unskilled,2,no,yes,bad
none,12,critical,car_new,1255,<100,>=7,4,male_single,none,4,real_estate,61,none,own,2,unskilled,1,no,yes,good
<0,24,past_delays,car_new,1333,<100,unemployed,4,male_single,none,2,real_estate,43,none,free,2,skilled,2,no,yes,bad
none,24,critical,car_new,2022,<100,<4,4,female,none,4,car,37,none,own,1,skilled,1,yes,yes,good
none,24,ok_til_now,television,1552,<100,<7,3,male_single,none,1,car,32,bank,own,1,skilled,2,no,yes,good
<0,12,ok_at_this_bank,television,626,<100,<4,4,female,none,4,real_estate,24,bank,own,1,unskilled,1,no,yes,bad
none,48,critical,car_used,8858,unknown,<7,2,male_single,none,1,unknown,35,none,free,2,skilled,1,yes,yes,good
none,12,critical,repairs,996,unknown,<7,4,female,none,4,real_estate,23,none,own,2,skilled,1,no,yes,good
none,6,ok_at_this_bank,television,1750,<1000,>=7,2,male_single,none,4,savings,45,bank,own,1,unskilled,2,no,yes,good
<0,48,ok_til_now,television,6999,<100,<7,1,male_married,guarantor,1,real_estate,34,none,own,2,skilled,1,yes,yes,bad
<200,12,critical,car_new,1995,<500,<1,4,male_single,none,1,car,27,none,own,1,skilled,1,no,yes,good
<200,9,ok_til_now,education,1199,<100,<7,4,female,none,4,savings,67,none,own,2,management,1,yes,yes,good
<200,12,ok_til_now,television,1331,<100,<1,2,male_single,none,1,car,22,stores,own,1,skilled,1,no,yes,bad
<200,18,ok,car_new,2278,<500,<1,3,female,none,3,car,28,none,own,2,skilled,1,no,yes,bad
none,21,ok,car_new,5003,unknown,<4,1,female,none,4,savings,29,bank,own,2,skilled,1,yes,yes,bad
<0,24,ok_at_this_bank,furniture,3552,<100,<7,3,male_single,none,4,car,27,bank,own,1,skilled,1,no,yes,bad
<200,18,critical,furniture,1928,<100,<1,2,male_single,none,2,real_estate,31,none,own,2,unskilled,1,no,yes,bad
<0,24,ok_til_now,car_used,2964,unknown,>=7,4,male_single,none,4,unknown,49,bank,free,1,skilled,2,yes,yes,good
<0,24,ok_at_this_bank,television,1546,<100,<7,4,male_single,guarantor,4,car,24,bank,rent,1,unskilled,1,no,yes,bad
>=200,6,past_delays,television,683,<100,<1,2,female,none,1,savings,29,bank,own,1,skilled,1,no,yes,good
<200,36,ok_til_now,car_new,12389,unknown,<4,1,male_single,none,4,unknown,37,none,free,1,skilled,1,yes,yes,bad
<200,24,past_delays,business,4712,unknown,<4,4,male_single,none,2,savings,37,bank,own,2,management,1,yes,yes,good
<200,24,past_delays,television,1553,<500,<7,3,female,none,2,savings,23,none,rent,2,skilled,1,yes,yes,good
<0,12,ok_til_now,car_new,1372,<100,<7,2,male_divorced,none,3,car,36,none,own,1,skilled,1,no,yes,bad
none,24,critical,television,2578,>=1000,>=7,2,male_single,none,2,car,34,none,own,1,skilled,1,no,yes,good
<200,48,ok_til_now,television,3979,unknown,<7,4,male_single,none,1,car,41,none,own,2,skilled,2,yes,yes,good
<0,48,ok_til_now,television,6758,<100,<4,3,female,none,2,car,31,none,own,1,skilled,1,yes,yes,bad
<0,24,ok_til_now,furniture,3234,<100,<1,4,female,none,4,real_estate,23,none,rent,1,unskilled,1,yes,yes,bad
none,30,critical,television,5954,<100,<7,3,male_single,co,2,car,38,none,own,1,skilled,1,no,yes,good
none,24,ok_til_now,car_used,5433,unknown,unemployed,2,female,none,4,savings,26,none,rent,1,management,1,yes,yes,good
<0,15,ok_til_now,business,806,<100,<4,4,female,none,4,savings,22,none,own,1,unskilled,1,no,yes,good
<200,9,ok_til_now,television,1082,<100,>=7,4,male_single,none,4,car,27,none,own,2,unskilled,1,no,yes,good
none,15,critical,furniture,2788,<100,<7,2,female,co,3,car,24,bank,own,2,skilled,1,no,yes,good
<200,12,ok_til_now,television,2930,<100,<7,2,female,none,1,real_estate,27,none,own,1,skilled,1,no,yes,good
none,24,critical,education,1927,unknown,<4,3,female,none,2,car,33,none,own,2,skilled,1,yes,yes,good
<200,36,critical,car_new,2820,<100,<1,4,male_divorced,none,4,car,27,none,own,2,skilled,1,no,yes,bad
none,24,ok_til_now,retraining,937,<100,<1,4,male_married,none,3,car,27,none,own,2,unskilled,1,no,yes,good
<200,18,critical,car_new,1056,<100,>=7,3,male_single,guarantor,3,real_estate,30,bank,own,2,skilled,1,no,yes,bad
<200,12,critical,car_new,3124,<100,<1,1,male_single,none,3,real_estate,49,bank,own,2,unskilled,2,no,yes,good
none,9,ok_til_now,furniture,1388,<100,<4,4,female,none,2,real_estate,26,none,rent,1,skilled,1,no,yes,good
<200,36,ok_til_now,repairs,2384,<100,<1,4,male_single,none,1,unknown,33,none,rent,1,unskilled,1,no,yes,bad
none,12,ok_til_now,car_new,2133,unknown,>=7,4,female,none,4,unknown,52,none,free,1,management,1,yes,yes,good
<0,18,ok_til_now,furniture,2039,<100,<4,1,female,none,4,real_estate,20,bank,rent,1,skilled,1,no,yes,bad
<0,9,critical,car_new,2799,<100,<4,2,male_single,none,2,real_estate,36,none,rent,2,skilled,2,no,yes,good
<0,12,ok_til_now,furniture,1289,<100,<4,4,male_single,guarantor,1,savings,21,none,own,1,unskilled,1,no,yes,good
<0,18,ok_til_now,appliances,1217,<100,<4,4,male_married,none,3,real_estate,47,none,own,1,unskilled,1,yes,yes,bad
<0,12,critical,furniture,2246,<100,>=7,3,male_single,none,3,savings,60,none,own,2,skilled,1,no,yes,bad
<0,12,critical,television,385,<100,<7,4,female,none,3,real_estate,58,none,own,4,unskilled,1,yes,yes,good
<200,24,past_delays,car_new,1965,unknown,<4,4,female,none,4,car,42,none,rent,2,skilled,1,yes,yes,good
none,21,ok_til_now,business,1572,>=1000,>=7,4,female,none,4,real_estate,36,bank,own,1,unskilled,1,no,yes,good
<200,24,ok_til_now,car_new,2718,<100,<4,3,female,none,4,savings,20,none,rent,1,unskilled,1,yes,yes,bad
<0,24,ok_at_this_bank,others,1358,unknown,>=7,4,male_single,none,3,car,40,stores,own,1,management,1,yes,yes,bad
<200,6,ok_at_this_bank,car_new,931,<500,<1,1,female,none,1,savings,32,stores,own,1,unskilled,1,no,yes,bad
<0,24,ok_til_now,car_new,1442,<100,<7,4,female,none,4,car,23,none,rent,2,skilled,1,no,yes,bad
<200,24,ok,business,4241,<100,<4,1,male_single,none,4,real_estate,36,none,own,3,unskilled,1,yes,yes,bad
none,18,critical,car_new,2775,<100,<7,2,male_single,none,2,savings,31,bank,own,2,skilled,1,no,yes,bad
none,24,past_delays,business,3863,<100,<4,1,male_single,none,2,unknown,32,none,free,1,skilled,1,no,yes,good
<200,7,ok_til_now,television,2329,<100,<1,1,female,guarantor,1,real_estate,45,none,own,1,skilled,1,no,yes,good
<200,9,ok_til_now,furniture,918,<100,<4,4,female,none,1,savings,30,none,own,1,skilled,1,no,yes,bad
<200,24,ok_at_this_bank,education,1837,<100,<7,4,female,none,4,unknown,34,bank,free,1,unskilled,1,no,yes,bad
none,36,ok_til_now,furniture,3349,<100,<4,4,female,none,2,car,28,none,own,1,management,1,yes,yes,bad
>=200,10,ok_til_now,furniture,1275,<100,<1,4,female,none,2,savings,23,none,own,1,skilled,1,no,yes,good
<0,24,ok_at_this_bank,furniture,2828,<1000,<4,4,male_single,none,4,real_estate,22,stores,own,1,skilled,1,yes,yes,good
none,24,critical,business,4526,<100,<4,3,male_single,none,2,real_estate,74,none,own,1,management,1,yes,yes,good
<200,36,ok_til_now,television,2671,<500,<4,4,female,co,4,unknown,50,none,free,1,skilled,1,no,yes,bad
none,18,ok_til_now,television,2051,<100,<1,4,male_single,none,1,real_estate,33,none,own,1,skilled,1,no,yes,good
none,15,ok_til_now,car_used,1300,unknown,>=7,4,male_single,none,4,unknown,45,bank,free,1,skilled,2,no,yes,good
<0,12,ok_til_now,appliances,741,<500,unemployed,4,female,none,3,savings,22,none,own,1,skilled,1,no,yes,bad
>=200,10,ok_til_now,car_new,1240,<500,>=7,1,female,none,4,unknown,48,none,free,1,unskilled,2,no,yes,bad
<0,21,ok_til_now,television,3357,>=1000,<1,4,female,none,2,car,29,bank,own,1,skilled,1,no,yes,good
<0,24,ok_at_this_bank,car_used,3632,<100,<4,1,female,guarantor,4,car,22,bank,rent,1,skilled,1,no,no,good
none,18,past_delays,furniture,1808,<100,<7,4,female,none,1,real_estate,22,none,own,1,skilled,1,no,yes,bad
<200,48,ok,business,12204,unknown,<4,2,male_single,none,2,car,48,bank,own,1,management,1,yes,yes,good
<200,60,past_delays,television,9157,unknown,<4,2,male_single,none,2,unknown,27,none,free,1,management,1,no,yes,good
<0,6,critical,car_new,3676,<100,<4,1,male_single,none,3,real_estate,37,none,rent,3,skilled,2,no,yes,good
<200,30,ok_til_now,furniture,3441,<500,<4,2,female,co,4,car,21,none,rent,1,skilled,1,no,yes,bad
none,12,ok_til_now,car_new,640,<100,<4,4,male_divorced,none,2,real_estate,49,none,own,1,unskilled,1,no,yes,good
<200,21,critical,business,3652,<100,<7,2,male_single,none,3,savings,27,none,own,2,skilled,1,no,yes,good
none,18,critical,car_new,1530,<100,<4,3,male_single,none,2,savings,32,bank,own,2,skilled,1,no,yes,bad
none,48,ok_til_now,business,3914,unknown,<4,4,male_divorced,none,2,real_estate,38,bank,own,1,skilled,1,no,yes,bad
<0,12,ok_til_now,furniture,1858,<100,<1,4,female,none,1,car,22,none,rent,1,skilled,1,no,yes,good
<0,18,ok_til_now,television,2600,<100,<4,4,male_single,none,4,unknown,65,none,free,2,skilled,1,no,yes,bad
none,15,ok_til_now,television,1979,unknown,>=7,4,male_single,none,2,car,35,none,own,1,skilled,1,no,yes,good
>=200,6,ok_til_now,furniture,2116,<100,<4,2,male_single,none,2,real_estate,41,none,own,1,skilled,1,yes,yes,good
<200,9,ok_at_this_bank,car_new,1437,<500,<7,2,male_single,none,3,unknown,29,none,own,1,skilled,1,no,yes,bad
none,42,critical,furniture,4042,<1000,<4,4,male_single,none,4,real_estate,36,none,own,2,skilled,1,yes,yes,good
none,9,ok_til_now,education,3832,unknown,>=7,1,male_single,none,4,real_estate,64,none,own,1,unskilled,1,no,yes,good
<0,24,ok_til_now,television,3660,<100,<4,2,female,none,4,car,28,none,own,1,skilled,1,no,yes,good
<0,18,ok_at_this_bank,furniture,1553,<100,<4,4,male_single,none,3,car,44,bank,own,1,skilled,1,no,yes,bad
<200,15,ok_til_now,television,1444,unknown,<1,4,male_single,none,1,savings,23,none,own,1,skilled,1,no,yes,good
none,9,ok_til_now,furniture,1980,<100,<1,2,female,co,2,car,19,none,rent,2,skilled,1,no,yes,bad
<200,24,ok_til_now,car_new,1355,<100,<1,3,female,none,4,car,25,none,own,1,unskilled,1,yes,yes,bad
none,12,ok_til_now,education,1393,<100,>=7,4,male_single,none,4,savings,47,bank,own,3,skilled,2,yes,yes,good
none,24,ok_til_now,television,1376,<1000,<7,4,female,none,1,car,28,none,own,1,skilled,1,no,yes,good
none,60,past_delays,television,15653,<100,<7,2,male_single,none,4,car,21,none,own,2,skilled,1,yes,yes,good
none,12,ok_til_now,television,1493,<100,<1,4,female,none,3,car,34,none,own,1,skilled,2,no,yes,good
<0,42,past_delays,television,4370,<100,<7,3,male_single,none,2,savings,26,bank,own,2,skilled,2,yes,yes,bad
<0,18,ok_til_now,education,750,<100,unemployed,4,female,none,1,real_estate,27,none,own,1,unemployed,1,no,yes,bad
<200,15,ok_til_now,repairs,1308,<100,>=7,4,male_single,none,4,car,38,none,own,2,unskilled,1,no,yes,good
none,15,ok_til_now,education,4623,<500,<4,3,male_single,none,2,savings,40,none,own,1,management,1,yes,yes,bad
none,24,critical,television,1851,<100,<7,4,male_married,guarantor,2,car,33,none,own,2,skilled,1,yes,yes,good
<0,18,critical,television,1880,<100,<7,4,male_married,none,1,savings,32,none,own,2,management,1,yes,yes,good
none,36,past_delays,business,7980,unknown,<1,4,male_single,none,4,car,27,none,rent,2,skilled,1,yes,yes,bad
<0,30,ok,furniture,4583,<100,<4,2,male_divorced,guarantor,2,real_estate,32,none,own,2,skilled,1,no,yes,good
none,12,ok_til_now,car_new,1386,<1000,<4,2,female,none,2,savings,26,none,own,1,skilled,1,no,yes,bad
>=200,24,ok_til_now,car_new,947,<100,<7,4,male_single,none,3,unknown,38,bank,free,1,skilled,2,no,yes,bad
<0,12,ok_til_now,education,684,<100,<4,4,male_single,none,4,car,40,none,rent,1,unskilled,2,no,yes,bad
<0,48,ok_til_now,education,7476,<100,<7,4,male_single,none,1,unknown,50,none,free,1,management,1,yes,yes,good
<200,12,ok_til_now,furniture,1922,<100,<4,4,male_single,none,2,savings,37,none,own,1,unskilled,1,no,yes,bad
<0,24,ok_til_now,car_new,2303,<100,>=7,4,male_single,co,1,real_estate,45,none,own,1,skilled,1,no,yes,bad
<200,36,past_delays,car_new,8086,<500,>=7,2,male_single,none,4,car,42,none,own,4,management,1,yes,yes,bad
none,24,critical,car_used,2346,<100,<7,4,male_single,none,3,car,35,none,own,2,skilled,1,yes,yes,good
<0,14,ok_til_now,car_new,3973,<100,unemployed,1,male_single,none,4,unknown,22,none,free,1,skilled,1,no,yes,good
<200,12,ok_til_now,car_new,888,<100,>=7,4,male_single,none,4,car,41,bank,own,1,unskilled,2,no,yes,bad
none,48,ok_til_now,television,10222,unknown,<7,4,male_single,none,3,car,37,stores,own,1,skilled,1,yes,yes,good
<200,30,ok,business,4221,<100,<4,2,female,none,1,car,28,none,own,2,skilled,1,no,yes,good
<200,18,critical,furniture,6361,<100,>=7,2,male_single,none,1,unknown,41,none,own,1,skilled,1,yes,yes,good
>=200,12,ok_til_now,television,1297,<100,<4,3,male_married,none,4,real_estate,23,none,rent,1,skilled,1,no,yes,good
<0,12,ok_til_now,car_new,900,unknown,<4,4,male_married,none,2,car,23,none,own,1,skilled,1,no,yes,bad
none,21,ok_til_now,furniture,2241,<100,>=7,4,male_single,none,2,real_estate,50,none,own,2,skilled,1,no,yes,good
<200,6,past_delays,furniture,1050,<100,unemployed,4,male_single,none,1,savings,35,stores,own,2,management,1,yes,yes,good
>=200,6,critical,education,1047,<100,<4,2,female,none,4,savings,50,none,own,1,unskilled,1,no,yes,good
none,24,critical,others,6314,<100,unemployed,4,male_single,co,2,unknown,27,bank,own,2,management,1,yes,yes,good
<200,30,ok_at_this_bank,furniture,3496,>=1000,<4,4,male_single,none,2,car,34,stores,own,1,skilled,2,yes,yes,good
none,48,ok_at_this_bank,business,3609,<100,<4,1,female,none,1,real_estate,27,stores,own,1,skilled,1,no,yes,good
<0,12,critical,car_new,4843,<100,>=7,3,male_single,co,4,savings,43,none,rent,2,skilled,1,yes,yes,bad
>=200,30,critical,television,3017,<100,>=7,4,male_single,none,4,savings,47,none,own,1,skilled,1,no,yes,good
none,24,critical,business,4139,<500,<4,3,male_single,none,3,savings,27,none,own,2,unskilled,1,yes,yes,good
none,36,ok_til_now,business,5742,<500,<7,2,male_single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
none,60,ok_til_now,car_new,10366,<100,>=7,2,male_single,none,4,savings,42,none,own,1,management,1,yes,yes,good
none,6,critical,car_new,2080,<1000,<4,1,male_married,none,2,car,24,none,own,1,skilled,1,no,yes,good
none,21,past_delays,business,2580,<1000,<1,4,male_single,none,2,real_estate,41,bank,own,1,unskilled,2,no,yes,bad
none,30,critical,television,4530,<100,<7,4,female,none,4,car,26,none,rent,1,management,1,yes,yes,good
none,24,critical,furniture,5150,<100,>=7,4,male_single,none,4,car,33,none,own,1,skilled,1,yes,yes,good
<200,72,ok_til_now,television,5595,<500,<4,2,male_married,none,2,car,24,none,own,1,skilled,1,no,yes,bad
<0,24,ok_til_now,television,2384,<100,>=7,4,male_single,none,4,real_estate,64,bank,rent,1,unskilled,1,no,yes,good
none,18,ok_til_now,television,1453,<100,<1,3,female,none,1,real_estate,26,none,own,1,skilled,1,no,yes,good
