custid,region,townsize,gender,age,agecat,ed,edcat,income,debtinc,churn
1487-NHDXVC-5H7,3,2,0,52,5,10,1,35,7.5,0
4560-LMVFQV-52N,1,4,1,23,2,12,2,22,2.1,0
5464-GCECCU-MSL,3,2,0,18,2,13,2,14,9,1
4518-HAHJUN-O50,5,5,1,25,3,14,2,27,17.3,1
7578-BMICAG-LYR,5,1,0,34,3,17,4,123,5.2,0
7865-YMUXWR-V8Y,1,1,1,20,2,15,3,14,12.9,0
7456-OTIDGE-MQC,5,4,0,25,3,19,4,15,1.5,1
6922-VFSNSE-OIV,2,2,0,41,4,16,3,40,7,0
8469-HTGXQY-IXQ,1,1,0,23,2,13,2,26,3.1,0
7167-PVPMXU-NB7,4,1,0,48,4,10,1,140,24.7,0
9644-LHNIES-DGT,2,2,0,35,4,13,2,23,11.6,0
5375-FSAMMB-RZ8,1,3,0,72,6,10,1,15,8.2,0
6337-NZXFWD-N86,5,5,0,34,3,19,4,36,3.6,0
0493-QTNTOS-3AV,5,4,1,26,3,19,4,25,17.4,1
7605-YXRGNQ-8BL,5,4,0,69,6,13,2,28,10.2,0
6641-UWDGEB-YPP,5,2,1,58,5,20,5,149,1.1,0
9606-USYKZI-IH2,3,1,0,78,6,17,4,56,29.3,0
1081-TGHPPI-1WZ,3,1,0,56,5,13,2,77,16.1,0
6793-BYBSHF-6MX,4,1,0,77,6,12,2,26,15,0
4249-GEYEMT-KB7,2,3,0,29,3,21,5,86,16.4,0
8793-YTKFWK-XAM,4,3,0,31,3,11,1,38,3.1,1
4419-JHBBCK-WPW,5,4,1,44,4,11,1,46,3.8,1
1336-ITNYBO-UNI,4,4,1,58,5,15,3,138,8.4,0
4723-AGQRLH-LDU,1,2,1,25,3,17,4,25,4.9,1
2438-IPWEVD-P6N,1,2,1,30,3,19,4,48,18.5,1
6155-VWYTRC-LQP,2,1,0,44,4,11,1,36,13,0
0030-HAVPBZ-2V8,4,1,1,77,6,13,2,24,5.2,0
6113-JHHYBW-XSD,1,1,0,45,4,19,4,36,6.7,1
8410-FQPPXE-I4J,2,4,1,38,4,17,4,56,15.1,0
9224-JXEVZX-X5R,5,2,1,34,3,17,4,31,17.8,1
4556-TQTGUZ-DNE,1,1,0,34,3,13,2,29,10.4,0
9627-ISOUSK-GQW,5,1,0,68,6,16,3,34,6.6,0
3294-ANQASB-WNC,2,1,1,39,4,12,2,43,8.8,1
0703-XBDCJR-LVF,3,4,1,22,2,11,1,31,9.5,1
7938-IMWPXX-676,3,1,0,74,6,14,2,9,6,0
1679-VJQAVF-08T,5,5,0,64,5,14,2,81,14.2,0
6697-TBWQER-JLA,2,3,0,50,5,19,4,120,12.6,0
9122-ZFPMCO-NFJ,1,2,1,49,4,12,2,48,10.8,0
9307-XSNCMT-QT9,2,5,0,53,5,15,3,26,22.7,1
9891-CXKYJM-6RQ,3,3,1,37,4,12,2,70,14.7,0
7573-GPIFXI-WKA,1,1,1,22,2,15,3,15,7.2,1
2165-ODFCDS-YAA,3,1,0,61,5,9,1,53,26,0
2176-ZLOYBO-OXH,5,2,1,64,5,12,2,113,14.9,0
6229-LSKDEG-Y8X,3,2,0,23,2,15,3,31,10.1,0
8334-ESOTTN-G88,2,5,0,28,3,14,2,33,16.3,1
8626-NKWYNG-LN8,2,2,1,61,5,9,1,98,7.9,0
0031-DMPSUG-NZ2,1,4,0,21,2,15,3,20,12.9,0
4579-WRRIBO-I61,5,5,0,36,4,18,4,122,34.9,0
8437-CJFCTT-NW8,1,1,0,23,2,18,4,22,1.9,0
0071-OEBNPX-SOO,4,1,1,66,6,17,4,133,4.1,0
9926-CMIOYZ-7ZK,2,1,1,18,2,13,2,25,6.9,1
9156-FXQUCE-GTI,4,4,0,48,4,17,4,80,3.4,0
4838-PVRNMY-B00,2,1,0,27,3,15,3,29,6,1
0049-ZDULPT-RP6,3,3,0,25,3,17,4,23,2.8,1
4968-YAOSFS-NB0,4,5,0,21,2,13,2,22,3.5,1
1568-YJDIBX-U99,3,2,0,69,6,15,3,14,18.2,0
4603-GUEYBX-SNZ,4,5,0,55,5,16,3,41,6.7,1
5049-THPMCG-B2H,5,4,0,41,4,13,2,48,13.9,0
1414-UQOKXB-QKW,4,3,1,37,4,15,3,45,5.3,1
7530-GWOQWV-0TH,3,1,0,53,5,8,1,40,1.2,0
5136-RCBIIC-GED,5,5,1,32,3,22,5,83,16.2,0
6870-JFDMUK-DWK,3,2,0,37,4,16,3,52,2.5,0
8539-HZXMPS-G7I,5,5,0,75,6,11,1,17,8.2,0
7278-QUBMVF-B89,1,1,0,36,4,18,4,63,22,1
5453-WEWTVZ-OZ6,4,4,1,49,4,17,4,31,8.4,0
8752-HFQFOE-73Z,1,3,0,27,3,9,1,32,0.5,0
9331-GZYPEA-4X8,1,1,1,22,2,12,2,32,7.7,0
7544-FYKOGJ-QS0,5,4,0,71,6,14,2,49,4.1,1
7268-KLRUCB-UI3,5,5,1,25,3,17,4,37,7.7,1
0444-UPDFUW-2S9,4,5,0,52,5,16,3,69,12.9,0
7212-ENXCAE-ZGR,3,4,0,53,5,15,3,47,12.2,0
5962-FRGYAF-D2F,5,2,0,47,4,17,4,29,8.8,0
1408-SHGWUX-3PP,5,4,0,18,2,9,1,15,8.1,0
1842-TFWULE-MLW,1,1,1,27,3,11,1,17,4,1
6810-LMHVYX-RF0,1,4,1,27,3,16,3,30,4.1,0
1325-PLQQRI-ZNN,5,5,1,41,4,20,5,59,14.4,1
6360-RUGDRG-8HY,3,5,0,28,3,12,2,45,29.4,1
6293-NYPJDV-O0P,5,5,0,77,6,14,2,19,25.9,0
6071-QWGJLB-WHD,4,2,1,41,4,13,2,81,12.4,1
5889-BJQZUO-DKF,1,1,1,41,4,20,5,81,7.3,1
2717-LTBLAV-YLE,4,4,0,46,4,13,2,28,11.7,0
7442-RTTHFP-HCF,1,2,0,32,3,20,5,59,7,0
7000-HRUVMG-ISV,4,1,0,26,3,12,2,26,9.6,0
0159-IGIWSN-HNZ,5,1,0,34,3,16,3,47,17.4,0
1429-IBJRVF-S3O,5,2,0,32,3,12,2,24,14.4,0
5770-HZVHOG-OX6,4,3,1,29,3,18,4,24,7,1
7830-QYEALP-GO4,1,2,1,31,3,18,4,29,16.2,0
1455-CIQJNU-YD3,3,3,1,36,4,21,5,78,7.7,1
6673-BVWDVE-INK,2,3,0,62,5,15,3,90,7.7,0
0045-ZIMFJC-1BM,5,5,1,59,5,9,1,47,1.4,0
9269-AJUKYB-IFF,3,5,0,72,6,10,1,31,13.3,0
9762-TBYLNL-C4U,5,5,0,22,2,17,4,19,7,1
3440-GQXVXG-IJR,2,1,0,30,3,19,4,23,2.5,0
2221-GQBQEC-Y8V,1,3,0,56,5,8,1,28,3.4,0
1413-SYXTVM-YFE,5,3,0,56,5,12,2,35,10.2,0
0719-TGFHQB-7JP,3,2,1,66,6,18,4,57,11.4,0
6556-SRCBGZ-J26,1,2,1,66,6,16,3,10,4.5,1
2530-VGHRWF-DBU,5,5,0,28,3,14,2,22,6.5,0
7582-VOSYZB-HUQ,5,3,0,55,5,14,2,46,5.5,0
5199-CTDJQE-YL9,4,2,1,26,3,21,5,22,11.5,0
1274-EPBWXJ-NGO,3,3,1,54,5,20,5,111,5.2,0
5495-WRHBTY-Z1I,3,4,1,54,5,9,1,91,13.3,0
0026-GRFYZR-6M4,3,1,1,60,5,8,1,46,7.3,0
8383-JVJKFW-JBZ,1,3,0,37,4,11,1,26,9.7,0
2442-VPZFTS-P2E,3,3,1,20,2,15,3,40,3.4,1
6793-UVTRXF-WR2,1,1,1,47,4,11,1,84,10.4,0
8464-JISBRT-SVF,3,3,0,78,6,18,4,9,15.1,0
0382-PFNONT-ZC6,2,2,0,46,4,18,4,37,13,0
3250-QXGMRB-D1W,2,2,1,26,3,17,4,18,2.8,1
2665-KYMUNB-XHA,1,1,0,43,4,14,2,29,11.1,0
5414-HTZGSW-XYR,1,3,1,28,3,17,4,20,12.6,0
6301-JHWLOH-5VB,4,1,1,34,3,11,1,64,6.1,0
2616-RGMMZL-YB5,3,2,0,77,6,9,1,22,14.8,0
4066-ABJKJK-MIN,2,5,0,31,3,18,4,42,13.4,0
2416-HVDQYR-NW6,2,4,0,23,2,16,3,22,5.1,1
5618-IDNTAP-YDC,5,5,1,25,3,11,1,15,11.9,0
6047-XWUGAX-UG6,4,3,0,76,6,13,2,9,3.3,0
5315-JIMXOJ-60P,5,4,0,50,5,9,1,84,23.2,0
0761-YXFFGH-GE3,5,5,0,51,5,15,3,103,5,0
9642-BLLHBK-RE0,3,3,1,35,4,13,2,41,6.1,1
2455-CZBQWT-A55,5,4,0,53,5,15,3,54,1.3,0
7451-NFKJEL-3SY,3,4,0,54,5,13,2,48,4.1,0
2257-YQBYGJ-93T,4,1,0,37,4,16,3,76,10.4,0
3824-HSMJTM-7OT,3,2,1,50,5,7,1,26,6.1,0
8719-HJNFNY-K8Y,2,1,1,73,6,15,3,14,10.2,0
1756-TEIMBG-VRM,3,2,0,79,6,8,1,9,17.5,0
9760-LDVQAI-6XY,1,2,0,37,4,10,1,30,15.4,0
3583-HKTLOS-QZ8,4,4,1,47,4,19,4,52,10.3,0
6646-FMTSUO-50Q,5,3,0,66,6,19,4,160,7.9,0
7346-VFBTML-LRE,2,5,0,46,4,15,3,37,10.8,0
9120-FPONCL-79U,1,3,0,31,3,13,2,36,11.9,1
7808-TFDGYC-QDN,2,1,1,19,2,14,2,20,8.9,0
9315-PCUNFQ-N19,4,5,0,18,2,13,2,17,11.2,1
0118-OUCHII-GSB,1,1,1,25,3,19,4,18,8.9,1
7145-ELAGFW-31W,4,1,1,69,6,12,2,111,5,0
6400-XUMGLZ-W9J,5,1,0,72,6,7,1,9,9.4,1
5626-EIVGBF-YTK,2,2,1,50,5,10,1,29,14.8,1
4371-BWGQZF-KF7,3,4,1,36,4,13,2,60,10.9,1
1783-TVBWGX-48J,3,5,0,61,5,14,2,26,5,0
2121-UEWVYT-OJT,2,1,1,52,5,8,1,84,13.1,0
0423-YWTIEG-ZK5,1,2,0,37,4,15,3,58,14.5,0
5497-ZKVJGH-Q79,1,1,1,25,3,16,3,38,17.3,1
6826-SSALGJ-04J,3,1,0,19,2,14,2,11,5.8,1
7466-PZRWAI-NDJ,5,1,0,27,3,12,2,24,2.3,0
0471-IWBYGB-11R,4,2,1,58,5,15,3,11,3.3,0
0340-LKGDQN-N7B,2,1,1,63,5,15,3,101,0.6,0
0680-CCDFCM-UON,1,1,0,50,5,12,2,47,10.9,0
6322-DUQEUQ-8TQ,4,4,1,24,2,16,3,14,6.7,0
4196-VTMLQK-645,1,1,0,67,6,15,3,181,24.1,1
9382-PYNZTH-YM3,4,2,1,23,2,13,2,53,4,0
0790-HHYHSU-98L,3,1,0,44,4,11,1,24,2.2,0
3287-HQRGMC-XHI,4,2,0,50,5,12,2,26,23.8,0
5635-KWELCP-JW9,3,4,1,34,3,15,3,24,4.5,0
7908-CWREYX-J0E,2,2,0,46,4,10,1,68,16.7,1
5131-TZTMYU-QM2,4,4,0,67,6,18,4,52,11.4,1
5997-WEVMLK-EKA,2,3,1,32,3,18,4,38,14.6,0
8493-ABKIAG-IAN,2,1,0,30,3,22,5,41,2.5,1
4463-KHVXLU-RJ6,3,3,0,72,6,12,2,22,9.8,0
7839-MRTWJM-9KX,1,1,1,62,5,19,4,30,2.1,0
2724-FAZIYE-AMO,5,4,1,55,5,17,4,87,15.1,0
0501-OMLZBC-1Z7,2,3,0,18,2,13,2,16,2.9,1
2572-TXSMBE-U04,1,1,0,66,6,11,1,26,6.9,0
7144-MLLCEU-EE2,5,4,1,39,4,18,4,112,7.4,1
7856-WYNHPK-95W,4,3,1,58,5,11,1,42,10.9,0
4834-WMMGKW-ISV,2,3,1,56,5,14,2,67,5.5,0
7162-PRYMIF-T6Q,5,2,0,64,5,9,1,18,8.6,0
9780-ZWIECB-825,3,5,1,72,6,17,4,130,2.4,1
3803-ZZJFFN-0WH,4,1,0,26,3,10,1,20,18.3,0
6805-CDCHTB-H1R,3,2,0,43,4,13,2,20,8.5,0
3668-GLTADN-QBA,5,4,1,37,4,20,5,30,8.9,0
5786-VNUBCH-9UL,5,5,1,20,2,11,1,13,7.5,0
5443-ZMHBXX-UIO,1,1,1,29,3,12,2,25,2,0
2613-VHCUEU-JA7,2,1,0,40,4,10,1,28,12.7,0
1084-EILYLI-2PA,3,4,0,19,2,13,2,22,2.8,1
0860-BRGALK-LLR,5,,1,68,6,15,3,23,17.3,0
5447-HHWIWJ-DQG,2,2,1,48,4,19,4,65,8.4,0
2891-DHXSLS-50D,4,5,1,57,5,8,1,171,12.3,0
1379-OHIPUQ-6GN,2,2,0,39,4,19,4,52,5.2,1
6442-YZYPRX-2C0,2,1,0,69,6,16,3,38,5.2,0
4238-EOWRLS-W3G,4,3,0,68,6,13,2,10,16.4,0
2222-KMKXQJ-Y1T,1,1,0,62,5,11,1,53,10.8,0
0322-CPQONG-DO4,3,3,1,48,4,13,2,34,16.2,0
8432-WMJZND-A7F,2,3,1,44,4,13,2,67,9.1,1
9693-JKQHWU-HQL,2,1,1,75,6,14,2,55,13.8,0
7978-MUVABQ-NSZ,3,2,1,60,5,11,1,39,2.7,0
3139-CXXAJS-NUF,2,3,1,36,4,6,1,29,43.1,0
2590-GUXWSK-RWT,2,1,0,18,2,13,2,20,2.3,1
1834-TLGRSP-VFJ,2,2,1,79,6,21,5,26,4.1,0
8641-LPLJYF-Z0V,4,2,1,46,4,13,2,45,0.8,0
3263-UGTXWO-MNM,1,1,1,49,4,14,2,53,16.5,0
0666-LITATD-D4Y,4,1,0,30,3,18,4,26,8.6,1
9342-LIOJLV-1IF,3,1,1,29,3,13,2,31,10.1,0
0616-EJFMSY-BVD,5,5,1,31,3,15,3,215,21.4,0
6855-LNJYWN-Y65,4,1,1,77,6,15,3,27,11.3,0
7772-UISXUF-OP9,5,4,0,26,3,14,2,16,2.6,0
2359-ITXDHZ-FMA,5,5,1,31,3,12,2,42,21.4,0
7504-VTGYIL-2K7,5,5,0,64,5,15,3,180,2.8,0
6525-VSQAVF-QM0,4,1,1,32,3,20,5,227,10.3,0
7623-YAGIPO-LGB,4,5,0,60,5,14,2,12,10.5,0
8117-CRCVST-PFT,4,5,0,35,4,11,1,37,20.9,0
3114-WDOBKR-OCP,4,3,1,18,2,12,2,14,22.9,0
0899-FYORWV-86N,3,2,0,68,6,8,1,186,7.3,0
2727-VJTFSE-HOR,4,1,0,43,4,13,2,68,20.9,0
0719-DZEGQX-0SD,3,5,0,19,2,9,1,16,10.1,0
6231-VXDDMW-GJC,4,3,0,59,5,14,2,36,18.4,0
6504-BASSJM-G5A,2,2,1,53,5,13,2,86,29.2,0
8578-TWSGQD-0P1,1,1,0,48,4,18,4,89,13.9,0
1117-OHMKNR-Y51,4,1,0,47,4,15,3,106,5.6,0
4877-OZDGZH-D9M,3,2,1,58,5,13,2,73,3.3,0
5017-WMPJVS-YQP,5,4,0,25,3,13,2,33,35.8,1
2319-UBTZOU-BDO,5,3,0,56,5,11,1,55,19.4,0
2256-MRAMIQ-LJ1,2,1,0,68,6,11,1,20,2.8,0
6490-SQKMBR-9UZ,5,4,0,66,6,9,1,68,12.7,0
5126-WLYXHE-S62,2,2,0,38,4,15,3,33,6.2,1
2827-UOWJBD-SYA,1,4,0,22,2,14,2,20,14.4,1
1402-XVMJFP-FAT,5,3,0,77,6,17,4,10,8.1,0
4940-QFBTLJ-WXO,2,3,1,49,4,15,3,59,11.4,0
6704-LTYDYF-H8I,5,2,1,69,6,19,4,81,8.8,0
3168-BWUHOD-52S,4,4,0,19,2,14,2,14,17,0
0688-IJBXJA-RBH,3,4,0,69,6,7,1,23,10.4,0
9569-INPBJS-4DG,4,5,0,40,4,13,2,97,14.3,0
2379-EHJSJT-VTN,1,2,1,51,5,15,3,64,4.5,1
3703-UBXJNY-S52,4,4,1,58,5,17,4,62,13.1,1
7201-ZMDCOO-6Z7,4,5,1,49,4,18,4,87,4.7,0
9791-NHIEQI-ZAB,2,1,0,36,4,7,1,34,8.1,0
1942-HUBTKT-AMJ,5,5,0,60,5,17,4,93,8.2,0
9487-HTGRMD-K88,2,1,0,41,4,17,4,50,5.3,1
0319-KYECRA-S6I,5,3,0,52,5,12,2,62,8.5,0
1444-EGXRTI-10R,3,1,0,25,3,15,3,34,14.5,0
9000-OZEBMH-9HP,5,3,0,50,5,13,2,132,16.2,0
7328-JGISFG-9S6,3,2,0,69,6,15,3,39,7.3,1
3237-LZSIGA-9T3,2,1,0,69,6,19,4,9,5,0
7814-WBTNAB-AVE,5,5,0,24,2,9,1,25,6.5,0
2948-EZONZM-3BC,3,2,1,37,4,10,1,43,1.2,0
4672-YXVTSJ-JYI,3,1,0,42,4,13,2,66,17.4,1
9564-ABGIMT-78O,4,3,0,35,4,13,2,35,12.7,0
0916-BWPGAE-LLH,4,2,1,36,4,21,5,43,13.8,0
0777-RCIFPS-HEW,5,4,0,65,6,14,2,66,16.5,0
2322-VRHDCW-RXP,5,5,0,70,6,14,2,23,10.6,0
1677-FFTQYV-GNJ,2,5,1,73,6,16,3,11,4.2,0
9156-VTNKXY-XNC,1,1,1,39,4,14,2,24,1,0
2012-RQECJI-6PR,1,3,1,24,2,19,4,92,14.1,0
9440-HYZQYW-WCB,2,3,0,25,3,12,2,19,10,1
8396-JZZAGP-FB1,4,3,0,59,5,16,3,143,8,0
8031-GAIWVT-U3I,4,1,0,23,2,18,4,79,4.2,1
9389-DIVFAG-BWU,4,1,0,30,3,13,2,50,22.1,0
2688-LKNTHG-FFU,4,4,1,63,5,16,3,93,4.2,0
6786-HCPJTU-GSK,1,4,0,67,6,12,2,19,18.6,0
2433-SCDZCN-ZTU,2,1,0,38,4,14,2,43,0.7,1
1500-KHFJPE-Q5U,2,1,1,24,2,17,4,34,20.2,0
1210-DFERRV-YE6,3,3,0,40,4,14,2,22,5.8,0
2160-FHTFDO-9EL,4,4,1,18,2,13,2,20,15.1,0
1994-QKDOIY-XKP,1,1,1,18,2,13,2,18,8.5,0
0219-ALHPXT-GZE,1,1,0,53,5,14,2,181,16.6,0
8365-TUAPOY-AFJ,4,5,1,70,6,16,3,90,16,0
5763-UPPXZR-KC6,1,4,1,51,5,20,5,33,3.1,1
1021-BKWCOZ-SLE,4,2,1,38,4,16,3,167,3.4,0
0620-EOJBKD-U7E,5,3,1,33,3,15,3,33,18,0
0551-HWDDQJ-6DT,5,3,0,74,6,18,4,9,2.1,0
4238-ULZPRI-3SS,2,2,0,56,5,17,4,112,3.3,1
1868-FDNNRB-RJ8,5,4,0,66,6,14,2,44,6,0
2701-REFVHC-0WJ,3,5,1,21,2,9,1,18,4.7,0
4984-TXTWMO-IL1,3,5,0,28,3,13,2,30,2.5,0
6254-NPBPLQ-MN9,3,1,0,41,4,11,1,35,7.5,0
6977-VVFCPU-OHB,1,3,1,27,3,18,4,22,3.4,1
4528-WSDUCW-WCM,4,5,0,38,4,13,2,32,14.9,0
5941-FMWIQQ-540,4,1,0,18,2,13,2,23,8.6,1
0768-LXMQMP-HE5,5,2,0,67,6,18,4,68,12.4,0
9145-VOOJAV-81C,4,1,0,71,6,9,1,175,20,0
1914-CIAQRB-GG5,4,4,1,37,4,16,3,54,7.1,1
1396-NUQYXY-TWM,2,2,0,45,4,16,3,55,2.8,0
2013-ZYDGGG-M64,4,3,0,65,6,11,1,30,1.4,0
9045-LMVJAY-C5G,1,1,0,22,2,14,2,31,6.7,1
8257-ZUSJDX-QFN,1,1,0,65,6,22,5,95,2.3,1
6839-WSKKYK-D4T,2,5,1,58,5,15,3,43,2,0
5336-PGMTUH-ETS,5,3,0,62,5,15,3,66,12.7,1
4620-PJTNNY-HPV,4,3,1,25,3,11,1,32,5.3,0
2704-RLBHGY-MD9,3,5,0,46,4,12,2,124,16.6,0
7715-JQTDUG-FFX,1,1,0,46,4,15,3,64,6.8,1
6164-ZUOJYL-DDM,5,5,1,33,3,14,2,28,10.6,0
5820-CFGSKO-LH2,3,1,0,61,5,17,4,48,13.1,0
0594-EMVICD-E3H,4,1,1,71,6,16,3,102,7.5,0
0726-KBNZRH-2DR,1,1,0,19,2,14,2,36,6.1,0
3833-RQEFZV-E3U,4,5,1,24,2,14,2,26,14.6,0
5287-GQWEBQ-575,1,5,1,23,2,15,3,22,10.5,1
0675-TNFPMK-44B,1,1,0,54,5,14,2,35,8.1,0
6509-SLEQAG-75C,3,3,0,70,6,14,2,87,11.7,0
5393-SYOAIL-N5S,1,1,1,19,2,12,2,19,7.8,0
2869-XNMXQZ-101,1,3,0,44,4,8,1,22,9.6,1
1269-PDECAF-N66,3,3,0,79,6,11,1,12,5.4,1
7157-SIJCJP-JSV,1,1,1,62,5,8,1,111,2.4,0
2640-TFNEVP-MIP,3,4,1,35,4,14,2,53,11.4,0
6859-QHDZGI-0YU,1,2,0,41,4,13,2,44,8.5,0
9796-BYXDZX-K3X,3,5,0,69,6,15,3,22,14.2,0
9835-WHJVJX-VJP,5,4,1,20,2,15,3,42,5.3,0
4718-YJTFAH-GXF,3,2,1,76,6,15,3,18,12.3,0
3480-CZKKSC-W6H,4,2,0,65,6,16,3,122,18.7,1
4443-OGEZVI-O5M,5,1,1,34,3,15,3,31,11.9,0
3993-LPGYYK-ZNC,4,2,0,63,5,13,2,215,16.6,0
1865-LDHCGC-3C3,5,3,0,65,6,15,3,10,16.4,0
8747-UACYSV-BUP,5,5,1,69,6,15,3,73,6.1,0
9096-NFBIVO-0GI,3,1,1,79,6,13,2,33,8.2,0
3606-KITPFR-I5M,1,3,1,34,3,19,4,29,9.5,0
9593-GJQWOS-4VC,1,1,0,50,5,9,1,23,13.6,0
3656-QTYTTI-LK8,2,2,0,49,4,16,3,191,12.9,0
8816-QXSMOQ-H4M,2,2,0,58,5,18,4,156,8.9,0
8162-CDAFWN-2KO,5,2,0,59,5,15,3,137,16.8,0
2903-BCWCCA-ON1,3,3,0,43,4,12,2,77,6.5,0
4445-LRWKQB-08A,1,1,0,25,3,17,4,17,8.4,0
1911-QWFGHD-HTX,4,1,1,39,4,21,5,35,2.6,0
5372-BWQLHU-L2G,3,3,1,32,3,16,3,24,9,0
3194-PHOEGZ-C8S,1,4,0,70,6,19,4,60,4.1,0
2424-NMVTCO-2HY,4,2,1,36,4,18,4,56,3.7,1
8057-EOYDEN-SAO,5,5,0,31,3,8,1,23,21.3,0
6451-KTKDGF-O8E,5,3,1,23,2,18,4,16,11.3,1
5847-JFRJIM-RCZ,2,3,0,44,4,10,1,34,2,0
9998-ZGHXLK-EOT,3,1,1,31,3,14,2,26,19.5,0
9330-CKKNXY-Z1S,5,5,1,45,4,18,4,53,11.7,1
1279-LEVTHB-FES,3,3,1,21,2,16,3,21,3.2,0
0609-XPSOZF-LZ4,1,1,1,50,5,16,3,48,2.2,0
8124-GTCOFL-APB,3,4,1,38,4,16,3,46,5.5,0
5572-AVPLBI-UQ8,3,2,1,71,6,14,2,9,4.2,0
0061-IUOHXW-6TN,1,1,0,36,4,17,4,52,31.8,0
6029-IREOHQ-FAO,2,3,0,76,6,13,2,53,13.8,0
8696-ZFDBUR-ECI,5,5,0,53,5,8,1,61,16.8,0
9936-JXYWJK-YJ6,1,1,0,60,5,10,1,36,17.2,0
0579-QJEXBV-75U,4,1,1,76,6,16,3,48,8.7,0
3775-BVFKFE-8CR,5,2,0,52,5,16,3,48,1.8,1
6289-YVKMBB-CXK,4,1,1,27,3,11,1,21,14.9,1
6102-ISZDCT-ZAA,5,3,1,55,5,16,3,15,3.6,0
9232-GXUCAP-4C2,5,5,1,25,3,13,2,36,6,0
6113-SFPNVL-6VV,2,4,0,65,6,11,1,78,7,0
7176-AYTTTN-E3H,4,5,1,72,6,14,2,75,12.8,0
2177-TTDMKH-JM8,1,2,1,64,5,18,4,273,5.7,0
3536-PIRBTQ-5PW,3,4,1,49,4,13,2,87,3.9,0
5894-SACPFW-KMG,1,3,0,18,2,12,2,16,0.6,1
1193-VCEOCQ-9X5,5,5,1,34,3,8,1,25,14.6,0
3991-CUORUO-49K,1,1,0,63,5,9,1,13,10.8,0
7058-RUQVEA-KVU,4,1,0,41,4,14,2,28,24.5,1
2555-JWFEEQ-Y3J,4,4,0,77,6,16,3,54,3.9,0
1843-WNUOKN-EUL,4,3,1,21,2,16,3,17,3.1,0
1639-YPIQOZ-LWB,3,2,1,37,4,7,1,24,10.4,0
8139-CULKGH-ZS9,5,5,0,56,5,18,4,24,17.8,0
7619-FOJEGG-PCO,3,2,0,60,5,20,5,34,14.4,1
7394-ROWTJA-IX3,3,3,1,42,4,20,5,96,3.7,0
9769-WBWUBQ-EUO,5,3,0,44,4,12,2,82,15.6,0
1330-DSMYKA-BX7,3,3,0,48,4,15,3,74,6,1
1838-CNKZUB-2LK,4,5,0,71,6,14,2,174,18,0
3049-MYBYQV-SQO,2,1,1,51,5,17,4,89,24.7,0
7601-FNPEPR-XD7,5,3,1,40,4,11,1,62,1.1,0
3467-PIBLSV-KCB,1,1,0,34,3,9,1,22,9.7,0
3240-UZRRYX-GRV,3,1,0,64,5,20,5,193,7.6,0
7712-VPSAMC-J97,2,1,1,44,4,11,1,35,24.8,0
1248-ATKOWR-PNB,5,5,0,22,2,10,1,16,16.8,0
4077-CTDBEE-52Z,3,3,0,39,4,18,4,75,21.9,1
9807-IYGMUM-XOH,1,1,1,34,3,21,5,54,6.3,1
1514-XHYBLO-FAC,1,4,1,38,4,20,5,42,6.6,1
1567-HSKKVU-0HF,2,4,0,37,4,13,2,28,6,0
2003-DHEWXA-JM3,4,2,0,37,4,15,3,47,4.4,1
4984-ERRGVF-1YB,1,2,1,55,5,17,4,96,10.4,0
6730-KNNEUW-G3R,4,3,0,35,4,11,1,32,1.8,0
6269-CNSEKH-JCD,1,5,0,63,5,15,3,18,2.8,0
8256-HDNYUD-YZL,4,3,1,47,4,20,5,58,2.3,1
7842-IOOPJQ-LS8,3,1,0,26,3,20,5,41,26.6,1
8090-AJBTVR-93H,5,3,1,38,4,18,4,37,19.3,1
9362-OENCQU-O6Z,1,1,1,40,4,10,1,39,4.2,0
1065-ROYFCB-X3F,2,3,1,40,4,15,3,49,1.5,0
7407-GMEPAH-G5Y,1,1,1,77,6,19,4,159,2.5,0
6414-FQBWNG-XFE,4,5,1,30,3,12,2,56,2,0
2028-YOCSIE-4NA,2,2,0,33,3,19,4,55,9.3,0
4150-CVJKRV-XXO,5,3,0,25,3,14,2,27,9.1,1
5631-UIAMMM-8EN,3,4,0,27,3,20,5,19,5.7,1
0283-BOIKUR-4YP,2,2,1,77,6,9,1,9,25.9,0
9155-FBCWQW-GZ8,5,3,0,54,5,13,2,29,6.6,0
3477-OLAVME-I1N,1,2,1,79,6,11,1,17,4.2,0
2663-SSYYDJ-W8E,2,3,1,36,4,15,3,29,5.4,0
5684-IVZPXA-X75,4,5,0,42,4,17,4,142,13.2,1
7535-SELYBB-VVX,2,1,0,67,6,19,4,169,20.6,0
9867-QSQZPJ-A1Y,5,5,0,27,3,18,4,27,8.4,0
1329-JIXMXF-UJ3,5,3,0,73,6,9,1,15,6.1,0
2781-SZVMVQ-1LQ,2,1,1,63,5,10,1,14,5.8,0
2110-QHIRWX-GXY,5,4,0,47,4,15,3,43,7.7,0
6067-IYSKHZ-6JM,1,1,0,75,6,16,3,13,10.2,0
6681-BBHXAH-UTM,2,1,1,63,5,13,2,55,7.5,0
2772-QVASQC-36Q,4,4,0,53,5,15,3,36,2.9,0
2794-VHQHIK-XRR,4,3,1,61,5,16,3,33,4.4,0
9925-OTDOXL-HJ9,4,2,0,31,3,15,3,20,11.9,1
8319-QEUOTE-5VG,4,4,1,21,2,13,2,15,11.5,0
3358-WRRDFD-RVJ,2,5,1,46,4,10,1,54,7.2,0
